mkt_unique_carrier,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,dest_airport_id,dest,arr_delay,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,year,month,day_of_month,day_of_week,dep_hour_of_day,arr_hour_of_day,origin_state,destination_state,arr_delay_mean_by_mkt_unique_carrier,arr_delay_mean_by_op_unique_carrier,arr_delay_encoded,origin_dest_pair,quarter_Q1,quarter_Q2,quarter_Q3,quarter_Q4,dep_time_of_day_afternoon,dep_time_of_day_evening,dep_time_of_day_morning,dep_time_of_day_night,arr_time_of_day_afternoon,arr_time_of_day_evening,arr_time_of_day_morning,arr_time_of_day_night
8,8,1676,21,1487,1676,14679,SAN,12266,IAH,-7.0,182,182.0,160.0,1,1303,2018,4,14,5,15,20,CA,TX,10.231880437950128,5.682458929517753,0,SAN-IAH,0,1,0,0,1,0,0,0,0,1,0,0
3,3,3410,0,921,3410,10397,ATL,10135,ABE,-12.0,121,116.0,91.0,1,692,2019,1,3,3,15,17,GA,PA,2.1440377343780463,-0.47032206547777505,0,ATL-ABE,1,0,0,0,1,0,0,0,0,1,0,0
10,10,3547,23,2977,3547,11292,DEN,14570,RNO,7.0,135,132.0,117.0,1,804,2019,6,9,6,13,14,CO,NV,2.438349885408711,2.438349885408711,1,DEN-RNO,0,1,0,0,1,0,0,0,1,0,0,0
3,3,3805,25,3167,3805,12478,JFK,11066,CMH,-22.0,115,99.0,69.0,1,483,2018,9,4,1,14,16,NY,OH,2.1440377343780463,2.0115089514066495,0,JFK-CMH,0,0,1,0,1,0,0,0,1,0,0,0
3,3,858,7,1078,858,11252,DAB,10397,ATL,34.0,87,76.0,54.0,1,366,2018,9,26,2,7,8,FL,GA,2.1440377343780463,-0.3018240950226244,1,DAB-ATL,0,0,1,0,0,0,1,0,0,0,1,0
1,1,44,2,2052,44,12819,KTN,14747,SEA,-21.0,119,115.0,91.0,1,680,2019,12,12,3,13,16,AK,WA,1.3057672946929382,1.3225882352941176,0,KTN-SEA,0,0,0,1,1,0,0,0,1,0,0,0
0,0,3312,17,519,3312,14100,PHL,13931,ORF,151.0,78,72.0,45.0,1,212,2018,2,20,1,8,9,PA,VA,5.328595793064243,6.229542483660131,1,PHL-ORF,1,0,0,0,0,0,1,0,0,0,1,0
0,0,2089,9,2328,2089,12891,LAW,11298,DFW,81.0,65,59.0,27.0,1,140,2018,10,1,0,18,19,OK,TX,5.328595793064243,14.747020376778167,1,LAW-DFW,0,0,0,1,0,1,0,0,0,1,0,0
10,10,104,23,583,104,11697,FLL,12191,HOU,-7.0,170,159.0,122.0,1,957,2019,8,12,0,15,17,FL,TX,2.438349885408711,2.438349885408711,0,FLL-HOU,0,0,1,0,1,0,0,0,0,1,0,0
3,3,3409,0,783,3409,11278,DCA,11193,CVG,-9.0,97,90.0,69.0,1,411,2018,5,4,4,10,11,DC,OH,2.1440377343780463,-0.47032206547777505,0,DCA-CVG,0,1,0,0,0,0,1,0,0,0,1,0
3,3,3829,25,3170,3829,12339,IND,10721,BOS,-31.0,145,118.0,99.0,1,818,2019,11,13,2,14,17,IN,MA,2.1440377343780463,2.0115089514066495,0,IND-BOS,0,0,0,1,1,0,0,0,0,1,0,0
0,0,3223,19,2068,3223,14100,PHL,10581,BGR,-12.0,106,98.0,73.0,1,473,2019,6,8,5,21,23,PA,ME,5.328595793064243,5.953181272509004,0,PHL-BGR,0,1,0,0,0,1,0,0,0,1,0,0
0,0,2423,15,2229,2423,13930,ORD,11203,CWA,-3.0,67,65.0,42.0,1,213,2018,1,31,2,8,10,IL,WI,5.328595793064243,5.849722530521643,0,ORD-CWA,1,0,0,0,0,0,1,0,0,0,1,0
3,3,2036,7,1061,2036,14869,SLC,11884,GEG,-4.0,96,94.0,72.0,1,546,2019,6,15,5,20,21,UT,WA,2.1440377343780463,-0.3018240950226244,0,SLC-GEG,0,1,0,0,0,1,0,0,0,1,0,0
8,8,3008,3,304,3008,11292,DEN,12094,HDN,22.0,57,57.0,30.0,1,141,2018,2,23,4,15,16,CO,CO,10.231880437950128,18.070422535211268,1,DEN-HDN,1,0,0,0,1,0,0,0,1,0,0,0
0,0,326,1,121,326,11057,CLT,10994,CHS,-1.0,55,59.0,36.0,1,168,2018,4,30,0,11,12,NC,SC,5.328595793064243,5.396409761887101,0,CLT-CHS,0,1,0,0,0,0,1,0,1,0,0,0
0,0,3368,17,1753,3368,13422,MOB,11057,CLT,-10.0,106,99.0,75.0,1,526,2018,9,30,6,18,20,AL,NC,5.328595793064243,6.229542483660131,0,MOB-CLT,0,0,1,0,0,1,0,0,0,1,0,0
3,3,3252,0,853,3252,15304,TPA,14492,RDU,-19.0,105,96.0,80.0,1,587,2019,1,1,1,9,11,FL,NC,2.1440377343780463,-0.47032206547777505,0,TPA-RDU,1,0,0,0,0,0,1,0,0,0,1,0
8,8,3728,18,2669,3728,11292,DEN,10372,ASE,-20.0,55,46.0,28.0,1,125,2019,8,17,5,7,8,CO,CO,10.231880437950128,7.3318759936407,0,DEN-ASE,0,0,1,0,0,0,1,0,0,0,1,0
6,6,16,13,527,16,13796,OAK,13830,OGG,1.0,320,325.0,306.0,1,2349,2019,10,30,2,7,9,CA,HI,0.8470588235294118,0.7215189873417721,1,OAK-OGG,0,0,0,1,0,0,1,0,0,0,1,0
10,10,147,23,738,147,12191,HOU,15370,TUL,-10.0,90,80.0,67.0,1,453,2019,8,20,1,8,9,TX,OK,2.438349885408711,2.438349885408711,0,HOU-TUL,0,0,1,0,0,0,1,0,0,0,1,0
3,3,3950,12,2046,3950,11433,DTW,11995,GSO,-20.0,103,90.0,69.0,1,460,2019,9,25,2,10,12,MI,NC,2.1440377343780463,13.775,0,DTW-GSO,0,0,1,0,0,0,1,0,1,0,0,0
0,0,778,1,3618,778,13930,ORD,11278,DCA,-9.0,110,107.0,88.0,1,612,2019,7,5,4,7,9,IL,DC,5.328595793064243,5.396409761887101,0,ORD-DCA,0,0,1,0,0,0,1,0,0,0,1,0
0,0,788,1,417,788,13303,MIA,11278,DCA,11.0,153,168.0,149.0,1,919,2019,9,5,3,8,10,FL,DC,5.328595793064243,5.396409761887101,1,MIA-DCA,0,0,1,0,0,0,1,0,0,0,1,0
10,10,1550,23,3120,1550,10821,BWI,13296,MHT,1.0,80,82.0,64.0,1,377,2018,4,23,0,6,7,MD,NH,2.438349885408711,2.438349885408711,1,BWI-MHT,0,1,0,0,0,0,1,0,0,0,1,0
0,0,3779,24,3651,3779,11298,DFW,14730,SDF,40.0,128,115.0,93.0,1,733,2018,7,30,0,12,15,TX,KY,5.328595793064243,11.298761609907121,1,DFW-SDF,0,0,1,0,1,0,0,0,1,0,0,0
10,10,2252,23,3605,2252,11292,DEN,10800,BUR,22.0,150,169.0,122.0,1,850,2018,2,4,6,8,10,CO,CA,2.438349885408711,2.438349885408711,1,DEN-BUR,1,0,0,0,0,0,1,0,0,0,1,0
10,10,1818,23,2327,1818,12206,HRL,11259,DAL,-6.0,100,87.0,65.0,1,458,2018,12,29,5,19,21,TX,TX,2.438349885408711,2.438349885408711,0,HRL-DAL,0,0,0,1,0,1,0,0,0,1,0,0
10,10,1800,23,3627,1800,11259,DAL,13871,OMA,-1.0,110,87.0,78.0,1,586,2019,11,21,3,14,16,TX,NE,2.438349885408711,2.438349885408711,0,DAL-OMA,0,0,0,1,1,0,0,0,1,0,0,0
10,10,1619,23,3091,1619,13232,MDW,12889,LAS,-18.0,245,232.0,211.0,1,1521,2018,12,11,1,12,14,IL,NV,2.438349885408711,2.438349885408711,0,MDW-LAS,0,0,0,1,1,0,0,0,1,0,0,0
1,1,337,2,1233,337,14057,PDX,12478,JFK,37.0,302,349.0,298.0,1,2454,2018,12,1,5,21,5,OR,NY,1.3057672946929382,1.3225882352941176,1,PDX-JFK,0,0,0,1,0,1,0,0,0,0,0,1
3,3,1689,7,928,1689,10397,ATL,14683,SAT,4.0,157,151.0,131.0,1,874,2018,3,8,3,18,20,GA,TX,2.1440377343780463,-0.3018240950226244,1,ATL-SAT,1,0,0,0,0,1,0,0,0,1,0,0
0,0,3657,24,3691,3657,11298,DFW,12451,JAX,-4.0,146,149.0,124.0,1,918,2018,8,6,0,7,10,TX,FL,5.328595793064243,11.298761609907121,0,DFW-JAX,0,0,1,0,0,0,1,0,0,0,1,0
8,8,2794,9,798,2794,15016,STL,12266,IAH,33.0,127,166.0,114.0,1,667,2019,7,28,6,11,13,MO,TX,10.231880437950128,14.747020376778167,1,STL-IAH,0,0,1,0,0,0,1,0,1,0,0,0
10,10,2527,23,3036,2527,11259,DAL,13204,MCO,-4.0,145,140.0,118.0,1,973,2019,12,15,6,17,21,TX,FL,2.438349885408711,2.438349885408711,0,DAL-MCO,0,0,0,1,0,1,0,0,0,1,0,0
0,0,63,1,363,63,14100,PHL,13303,MIA,-19.0,184,163.0,137.0,1,1013,2018,1,31,2,17,20,PA,FL,5.328595793064243,5.396409761887101,0,PHL-MIA,1,0,0,0,0,1,0,0,0,1,0,0
10,10,2692,23,3412,2692,11292,DEN,13198,MCI,5.0,100,105.0,84.0,1,533,2018,6,17,6,18,20,CO,MO,2.438349885408711,2.438349885408711,1,DEN-MCI,0,1,0,0,0,1,0,0,0,1,0,0
7,7,1258,16,1570,1258,10529,BDL,13577,MYR,-22.0,113,109.0,93.0,1,664,2019,6,26,2,20,22,CT,SC,7.195728291316527,7.195728291316527,0,BDL-MYR,0,1,0,0,0,1,0,0,0,1,0,0
3,3,3828,25,3021,3828,12953,LGA,11066,CMH,-24.0,120,103.0,71.0,1,479,2018,9,14,4,11,13,NY,OH,2.1440377343780463,2.0115089514066495,0,LGA-CMH,0,0,1,0,0,0,1,0,1,0,0,0
0,0,3882,6,488,3882,12892,LAX,12266,IAH,-11.0,199,194.0,176.0,1,1379,2018,7,1,6,12,18,CA,TX,5.328595793064243,17.384558823529414,0,LAX-IAH,0,0,1,0,1,0,0,0,0,1,0,0
1,1,835,2,3526,835,14747,SEA,10140,ABQ,-2.0,180,180.0,148.0,1,1180,2019,8,20,1,18,22,WA,NM,1.3057672946929382,1.3225882352941176,0,SEA-ABQ,0,0,1,0,0,1,0,0,0,1,0,0
8,8,3211,5,98,3211,12397,ITH,12264,IAD,24.0,77,102.0,77.0,1,250,2019,10,31,3,15,16,NY,DC,10.231880437950128,24.96,1,ITH-IAD,0,0,0,1,1,0,0,0,1,0,0,0
8,8,3510,18,73,3510,13930,ORD,11775,FSD,-9.0,108,101.0,71.0,1,463,2018,10,20,5,20,21,IL,SD,10.231880437950128,7.3318759936407,0,ORD-FSD,0,0,0,1,0,1,0,0,0,1,0,0
2,2,232,4,1620,232,10721,BOS,14027,PBI,3.0,197,210.0,162.0,1,1197,2018,10,19,4,17,21,MA,FL,6.360829389226956,6.360829389226956,1,BOS-PBI,0,0,0,1,0,1,0,0,0,1,0,0
0,0,3196,19,2095,3196,14100,PHL,13296,MHT,-5.0,90,89.0,51.0,1,289,2019,3,28,3,8,9,PA,NH,5.328595793064243,5.953181272509004,0,PHL-MHT,1,0,0,0,0,0,1,0,0,0,1,0
3,3,2735,18,1986,2735,11433,DTW,15380,TVC,2.0,75,79.0,37.0,1,207,2019,8,30,4,16,17,MI,MI,2.1440377343780463,7.3318759936407,1,DTW-TVC,0,0,1,0,1,0,0,0,0,1,0,0
8,8,3431,18,332,3431,11292,DEN,10620,BIL,12.0,92,108.0,79.0,1,455,2018,7,28,5,15,17,CO,MT,10.231880437950128,7.3318759936407,1,DEN-BIL,0,0,1,0,1,0,0,0,0,1,0,0
3,3,1020,7,1874,1020,11775,FSD,10397,ATL,-24.0,154,133.0,113.0,1,954,2018,3,25,6,6,9,SD,GA,2.1440377343780463,-0.3018240950226244,0,FSD-ATL,1,0,0,0,0,0,1,0,0,0,1,0
8,8,1543,21,2614,1543,11618,EWR,10721,BOS,-14.0,71,63.0,48.0,1,200,2019,9,26,3,14,15,NJ,MA,10.231880437950128,5.682458929517753,0,EWR-BOS,0,0,1,0,1,0,0,0,1,0,0,0
10,10,887,23,2633,887,10792,BUF,13204,MCO,-8.0,170,161.0,132.0,1,1011,2019,11,13,2,5,8,NY,FL,2.438349885408711,2.438349885408711,0,BUF-MCO,0,0,0,1,0,0,0,1,0,0,1,0
0,0,2895,25,203,2895,14100,PHL,11423,DSM,-26.0,189,173.0,146.0,1,972,2019,1,10,3,10,12,PA,IA,5.328595793064243,2.0115089514066495,0,PHL-DSM,1,0,0,0,0,0,1,0,1,0,0,0
3,3,1769,7,1661,1769,10397,ATL,14747,SEA,-2.0,330,327.0,308.0,1,2182,2018,1,3,2,13,16,GA,WA,2.1440377343780463,-0.3018240950226244,0,ATL-SEA,1,0,0,0,1,0,0,0,1,0,0,0
3,3,2443,18,409,2443,12451,JAX,13487,MSP,-30.0,198,179.0,152.0,1,1174,2018,4,22,6,14,16,FL,MN,2.1440377343780463,7.3318759936407,0,JAX-MSP,0,1,0,0,1,0,0,0,1,0,0,0
0,0,2228,18,2356,2228,13930,ORD,12339,IND,82.0,66,52.0,30.0,1,177,2018,12,16,6,16,18,IL,IN,5.328595793064243,7.3318759936407,1,ORD-IND,0,0,0,1,1,0,0,0,0,1,0,0
3,3,2044,7,2131,2044,12892,LAX,11433,DTW,-4.0,272,252.0,230.0,1,1979,2018,6,12,1,13,21,CA,MI,2.1440377343780463,-0.3018240950226244,0,LAX-DTW,0,1,0,0,1,0,0,0,0,1,0,0
0,0,1953,1,3449,1953,14771,SFO,13930,ORD,-10.0,258,253.0,212.0,1,1846,2019,9,18,2,7,14,CA,IL,5.328595793064243,5.396409761887101,0,SFO-ORD,0,0,1,0,0,0,1,0,1,0,0,0
0,0,931,1,2748,931,14679,SAN,11298,DFW,15.0,184,177.0,144.0,1,1171,2018,10,15,0,14,19,CA,TX,5.328595793064243,5.396409761887101,1,SAN-DFW,0,0,0,1,1,0,0,0,0,1,0,0
8,8,3267,18,3304,3267,11292,DEN,14288,PUB,76.0,50,43.0,26.0,1,109,2019,9,5,3,20,21,CO,CO,10.231880437950128,7.3318759936407,1,DEN-PUB,0,0,1,0,0,1,0,0,0,1,0,0
0,0,2159,18,2356,2159,13930,ORD,11042,CLE,4.0,77,66.0,46.0,1,315,2019,6,2,6,7,9,IL,OH,5.328595793064243,7.3318759936407,1,ORD-CLE,0,1,0,0,0,0,1,0,0,0,1,0
8,8,165,21,1076,165,14679,SAN,14771,SFO,-1.0,90,95.0,70.0,1,447,2019,6,26,2,13,15,CA,CA,10.231880437950128,5.682458929517753,0,SAN-SFO,0,1,0,0,1,0,0,0,1,0,0,0
0,0,1237,1,446,1237,11292,DEN,11057,CLT,-21.0,180,166.0,145.0,1,1337,2019,3,4,0,1,6,CO,NC,5.328595793064243,5.396409761887101,0,DEN-CLT,1,0,0,0,0,0,0,1,0,0,1,0
2,2,1527,4,1746,1527,11618,EWR,13204,MCO,15.0,175,185.0,141.0,1,937,2018,4,16,0,9,12,NJ,FL,6.360829389226956,6.360829389226956,1,EWR-MCO,0,1,0,0,0,0,1,0,1,0,0,0
0,0,2759,15,2717,2759,11995,GSO,12953,LGA,13.0,105,112.0,72.0,1,461,2019,5,19,6,14,16,NC,NY,5.328595793064243,5.849722530521643,1,GSO-LGA,0,1,0,0,1,0,0,0,1,0,0,0
8,8,553,21,2824,553,13930,ORD,10821,BWI,3.0,112,108.0,87.0,1,621,2019,8,22,3,6,9,IL,MD,10.231880437950128,5.682458929517753,1,ORD-BWI,0,0,1,0,0,0,1,0,0,0,1,0
10,10,3821,23,2653,3821,13891,ONT,14893,SMF,-10.0,80,75.0,61.0,1,390,2018,9,12,2,18,19,CA,CA,2.438349885408711,2.438349885408711,0,ONT-SMF,0,0,1,0,0,1,0,0,0,1,0,0
6,6,191,13,1512,191,12982,LIH,12173,HNL,-8.0,37,39.0,24.0,1,102,2019,10,24,3,13,13,HI,HI,0.8470588235294118,0.7215189873417721,0,LIH-HNL,0,0,0,1,1,0,0,0,1,0,0,0
10,10,2486,23,506,2486,15016,STL,14492,RDU,14.0,105,110.0,97.0,1,667,2018,12,15,5,11,14,MO,NC,2.438349885408711,2.438349885408711,1,STL-RDU,0,0,0,1,0,0,1,0,1,0,0,0
2,2,100,4,1607,100,13796,OAK,12954,LGB,1.0,79,73.0,60.0,1,353,2019,3,30,5,11,12,CA,CA,6.360829389226956,6.360829389226956,1,OAK-LGB,1,0,0,0,0,0,1,0,1,0,0,0
0,0,2454,15,1932,2454,13930,ORD,15412,TYS,-12.0,90,79.0,58.0,1,475,2019,3,11,0,22,0,IL,TN,5.328595793064243,5.849722530521643,0,ORD-TYS,1,0,0,0,0,1,0,0,0,0,0,1
0,0,604,1,1751,604,11057,CLT,14831,SJC,-2.0,322,322.0,305.0,1,2274,2018,9,8,5,19,21,NC,CA,5.328595793064243,5.396409761887101,0,CLT-SJC,0,0,1,0,0,1,0,0,0,1,0,0
0,0,1595,1,2798,1595,11057,CLT,11042,CLE,14.0,86,99.0,61.0,1,430,2018,9,3,0,22,23,NC,OH,5.328595793064243,5.396409761887101,1,CLT-CLE,0,0,1,0,0,1,0,0,0,1,0,0
7,7,137,16,1978,137,14027,PBI,13930,ORD,-10.0,202,201.0,173.0,1,1144,2018,3,13,1,14,17,FL,IL,7.195728291316527,7.195728291316527,0,PBI-ORD,1,0,0,0,1,0,0,0,0,1,0,0
0,0,2251,18,2420,2251,13930,ORD,13487,MSP,-21.0,109,94.0,60.0,1,334,2019,12,26,3,10,11,IL,MN,5.328595793064243,7.3318759936407,0,ORD-MSP,0,0,0,1,0,0,1,0,0,0,1,0
10,10,2741,23,1345,2741,13232,MDW,10397,ATL,61.0,110,160.0,83.0,1,591,2018,11,26,0,13,16,IL,GA,2.438349885408711,2.438349885408711,1,MDW-ATL,0,0,0,1,1,0,0,0,1,0,0,0
2,2,104,4,3690,104,12478,JFK,14027,PBI,4.882352941176471,181,134.50487698354928,109.21307893970288,1,1028,2018,9,6,3,14,17,NY,FL,6.360829389226956,6.360829389226956,1,JFK-PBI,0,0,1,0,1,0,0,0,0,1,0,0
10,10,944,23,3589,944,14570,RNO,12889,LAS,-7.0,75,69.0,54.0,1,345,2018,9,21,4,13,15,NV,NV,2.438349885408711,2.438349885408711,0,RNO-LAS,0,0,1,0,1,0,0,0,1,0,0,0
0,0,67,1,2664,67,12173,HNL,11298,DFW,8.0,444,430.0,398.0,1,3784,2019,1,3,3,21,8,HI,TX,5.328595793064243,5.396409761887101,1,HNL-DFW,1,0,0,0,0,1,0,0,0,0,1,0
8,8,1364,21,1024,1364,12264,IAD,13931,ORF,55.0,56,55.0,36.0,1,157,2018,7,23,0,22,23,DC,VA,10.231880437950128,5.682458929517753,1,IAD-ORF,0,0,1,0,0,1,0,0,0,1,0,0
0,0,2248,18,1427,2248,13930,ORD,12339,IND,97.0,65,65.0,37.0,1,177,2018,8,16,3,8,10,IL,IN,5.328595793064243,7.3318759936407,1,ORD-IND,0,0,1,0,0,0,1,0,0,0,1,0
3,3,2570,18,1844,2570,11433,DTW,10408,ATW,-15.0,83,71.0,52.0,1,296,2018,9,24,0,9,10,MI,WI,2.1440377343780463,7.3318759936407,0,DTW-ATW,0,0,1,0,0,0,1,0,0,0,1,0
10,10,599,23,2987,599,12191,HOU,12953,LGA,43.0,210,194.0,179.0,1,1428,2018,6,20,2,8,13,TX,NY,2.438349885408711,2.438349885408711,1,HOU-LGA,0,1,0,0,0,0,1,0,1,0,0,0
8,8,2556,25,3042,2556,13871,OMA,11618,EWR,-28.0,167,156.0,132.0,1,1134,2019,2,16,5,18,21,NE,NJ,10.231880437950128,2.0115089514066495,0,OMA-EWR,1,0,0,0,0,1,0,0,0,1,0,0
10,10,87,23,648,87,11278,DCA,13232,MDW,-21.0,120,102.0,85.0,1,601,2019,7,3,2,19,20,DC,IL,2.438349885408711,2.438349885408711,0,DCA-MDW,0,0,1,0,0,1,0,0,0,1,0,0
3,3,839,7,3718,839,13495,MSY,10397,ATL,11.0,85,79.0,57.0,1,425,2019,1,4,4,11,14,LA,GA,2.1440377343780463,-0.3018240950226244,1,MSY-ATL,1,0,0,0,0,0,1,0,1,0,0,0
3,3,3684,6,1906,3684,14747,SEA,13198,MCI,94.0,218,187.0,171.0,1,1489,2019,8,28,2,17,22,WA,MO,2.1440377343780463,17.384558823529414,1,SEA-MCI,0,0,1,0,0,1,0,0,0,1,0,0
2,2,1817,4,2496,1817,12478,JFK,11697,FLL,67.0,189,203.0,150.0,1,1069,2018,8,31,4,13,17,NY,FL,6.360829389226956,6.360829389226956,1,JFK-FLL,0,0,1,0,1,0,0,0,0,1,0,0
3,3,4020,18,1395,4020,13459,MQT,11433,DTW,0.0,80,67.0,49.0,1,349,2018,10,29,0,10,11,MI,MI,2.1440377343780463,7.3318759936407,0,MQT-DTW,0,0,0,1,0,0,1,0,0,0,1,0
0,0,2353,15,2699,2353,12891,LAW,11298,DFW,4.882352941176471,65,134.50487698354928,109.21307893970288,1,140,2019,1,4,4,7,8,OK,TX,5.328595793064243,5.849722530521643,1,LAW-DFW,1,0,0,0,0,0,1,0,0,0,1,0
10,10,22,23,1288,22,13232,MDW,12339,IND,4.0,60,65.0,36.0,1,162,2019,2,12,1,9,11,IL,IN,2.438349885408711,2.438349885408711,1,MDW-IND,1,0,0,0,0,0,1,0,0,0,1,0
0,0,3166,19,2257,3166,10257,ALB,14100,PHL,2.0,72,85.0,47.0,1,212,2019,6,25,1,8,9,NY,PA,5.328595793064243,5.953181272509004,1,ALB-PHL,0,1,0,0,0,0,1,0,0,0,1,0
0,0,2412,15,3606,2412,11298,DFW,10185,AEX,-11.0,71,66.0,42.0,1,285,2018,3,2,4,20,22,TX,LA,5.328595793064243,5.849722530521643,0,DFW-AEX,1,0,0,0,0,1,0,0,0,1,0,0
7,7,551,16,2183,551,12266,IAH,11618,EWR,-15.0,206,199.0,181.0,1,1400,2019,9,17,1,6,10,TX,NJ,7.195728291316527,7.195728291316527,0,IAH-EWR,0,0,1,0,0,0,1,0,0,0,1,0
0,0,2614,15,1628,2614,13930,ORD,11423,DSM,-6.0,73,68.0,52.0,1,299,2019,6,2,6,15,16,IL,IA,5.328595793064243,5.849722530521643,0,ORD-DSM,0,1,0,0,1,0,0,0,1,0,0,0
8,8,3351,18,3632,3351,14771,SFO,14487,RDD,55.0,72,64.0,35.0,1,199,2018,8,18,5,16,17,CA,CA,10.231880437950128,7.3318759936407,1,SFO-RDD,0,0,1,0,1,0,0,0,0,1,0,0
8,8,856,21,2971,856,13303,MIA,13930,ORD,-11.0,219,208.0,171.0,1,1197,2019,6,21,4,16,18,FL,IL,10.231880437950128,5.682458929517753,0,MIA-ORD,0,1,0,0,1,0,0,0,0,1,0,0
8,8,3254,18,3160,3254,11468,EAR,11292,DEN,-6.0,88,97.0,67.0,1,305,2019,5,6,0,16,16,NE,CO,10.231880437950128,7.3318759936407,0,EAR-DEN,0,1,0,0,1,0,0,0,1,0,0,0
8,8,1671,21,993,1671,13930,ORD,11042,CLE,-7.0,82,78.0,46.0,1,316,2018,3,27,1,19,21,IL,OH,10.231880437950128,5.682458929517753,0,ORD-CLE,1,0,0,0,0,1,0,0,0,1,0,0
8,8,310,21,2651,310,11292,DEN,12892,LAX,-10.0,161,154.0,128.0,1,862,2018,2,27,1,11,12,CO,CA,10.231880437950128,5.682458929517753,0,DEN-LAX,1,0,0,0,0,0,1,0,1,0,0,0
10,10,3997,23,2989,3997,11697,FLL,12191,HOU,31.0,170,182.0,140.0,1,957,2019,7,26,4,16,17,FL,TX,2.438349885408711,2.438349885408711,1,FLL-HOU,0,0,1,0,1,0,0,0,0,1,0,0
2,2,1644,4,761,1644,14027,PBI,12197,HPN,-29.0,171,153.0,133.0,1,1056,2019,3,22,4,17,20,FL,NY,6.360829389226956,6.360829389226956,0,PBI-HPN,1,0,0,0,0,1,0,0,0,1,0,0
8,8,2575,26,1228,2575,12953,LGA,12264,IAD,-25.0,88,73.0,53.0,1,229,2019,11,5,1,19,20,NY,DC,10.231880437950128,6.787037037037037,0,LGA-IAD,0,0,0,1,0,1,0,0,0,1,0,0
8,8,3132,26,1270,3132,13930,ORD,15919,XNA,3.0,118,124.0,75.0,1,522,2018,6,4,0,8,10,IL,AR,10.231880437950128,6.787037037037037,1,ORD-XNA,0,1,0,0,0,0,1,0,0,0,1,0
8,8,150,21,915,150,11618,EWR,14771,SFO,-12.0,396,390.0,366.0,1,2565,2018,2,14,2,15,19,NJ,CA,10.231880437950128,5.682458929517753,0,EWR-SFO,1,0,0,0,1,0,0,0,0,1,0,0
0,0,3766,24,3698,3766,15624,VPS,11298,DFW,84.0,129,116.0,88.0,1,641,2018,9,14,4,19,21,FL,TX,5.328595793064243,11.298761609907121,1,VPS-DFW,0,0,1,0,0,1,0,0,0,1,0,0
10,10,2698,23,1261,2698,15016,STL,11259,DAL,2.0,100,85.0,71.0,1,546,2019,8,3,5,20,22,MO,TX,2.438349885408711,2.438349885408711,1,STL-DAL,0,0,1,0,0,1,0,0,0,1,0,0
3,3,2351,0,441,2351,10397,ATL,10431,AVL,6.0,64,51.0,31.0,1,164,2019,11,7,3,17,18,GA,NC,2.1440377343780463,-0.47032206547777505,1,ATL-AVL,0,0,0,1,0,1,0,0,0,1,0,0
0,0,3307,17,612,3307,14100,PHL,10874,CAK,274.0,105,92.0,60.0,1,335,2018,8,3,4,18,20,PA,OH,5.328595793064243,6.229542483660131,1,PHL-CAK,0,0,1,0,0,1,0,0,0,1,0,0
2,2,1854,4,629,1854,14843,SJU,11697,FLL,-25.0,159,149.0,134.0,1,1046,2018,9,27,3,11,13,PR,FL,6.360829389226956,6.360829389226956,0,SJU-FLL,0,0,1,0,0,0,1,0,1,0,0,0
8,8,3390,18,3721,3390,14570,RNO,14771,SFO,4.882352941176471,80,134.50487698354928,109.21307893970288,1,192,2019,2,26,1,20,21,NV,CA,10.231880437950128,7.3318759936407,1,RNO-SFO,1,0,0,0,0,1,0,0,0,1,0,0
0,0,3501,17,1747,3501,11057,CLT,14685,SAV,-4.0,67,66.0,40.0,1,213,2019,6,25,1,18,19,NC,GA,5.328595793064243,6.229542483660131,0,CLT-SAV,0,1,0,0,0,1,0,0,0,1,0,0
0,0,2620,15,2160,2620,15048,SUX,11298,DFW,-9.0,128,125.0,111.0,1,657,2019,10,20,6,15,17,IA,TX,5.328595793064243,5.849722530521643,0,SUX-DFW,0,0,0,1,1,0,0,0,0,1,0,0
3,3,3916,12,2046,3916,14492,RDU,10721,BOS,-9.0,121,120.0,90.0,1,612,2019,1,15,1,7,9,NC,MA,2.1440377343780463,13.775,0,RDU-BOS,1,0,0,0,0,0,1,0,0,0,1,0
1,1,593,2,1511,593,12892,LAX,12173,HNL,43.0,370,362.0,333.0,1,2556,2018,12,27,3,11,15,CA,HI,1.3057672946929382,1.3225882352941176,1,LAX-HNL,0,0,0,1,0,0,1,0,1,0,0,0
8,8,2875,9,114,2875,15412,TYS,12266,IAH,71.0,152,155.0,134.0,1,771,2018,12,8,5,11,13,TN,TX,10.231880437950128,14.747020376778167,1,TYS-IAH,0,0,0,1,0,0,1,0,1,0,0,0
0,0,3748,24,3555,3748,14107,PHX,10279,AMA,83.0,104,97.0,81.0,1,602,2019,1,19,5,19,22,AZ,TX,5.328595793064243,11.298761609907121,1,PHX-AMA,1,0,0,0,0,1,0,0,0,1,0,0
8,8,2429,25,3012,2429,11648,FCA,11292,DEN,-24.0,133,118.0,99.0,1,752,2019,1,20,6,14,16,MT,CO,10.231880437950128,2.0115089514066495,0,FCA-DEN,1,0,0,0,1,0,0,0,1,0,0,0
