fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2019-11-13,AA,AA_CODESHARE,AA,4850,PT,N657AE,4850,15096,SYR,"Syracuse, NY",14100,PHL,"Philadelphia, PA",1315,1306.0,-9.0,10.0,1316.0,1404.0,4.0,1439,1408.0,-31.0,0,,0,N,84,62.0,48.0,1,228,,,,,,,,,
2019-12-08,B6,B6,B6,168,B6,N633JB,168,13796,OAK,"Oakland, CA",12478,JFK,"New York, NY",2344,2337.0,-7.0,17.0,2354.0,756.0,11.0,803,807.0,4.0,0,,0,N,319,330.0,302.0,1,2576,,,,,,,,,
2018-08-01,UA,UA_CODESHARE,UA,5068,OO,N975SW,5068,11027,CKB,"Clarksburg/Fairmont, WV",12264,IAD,"Washington, DC",610,606.0,-4.0,8.0,614.0,644.0,9.0,714,653.0,-21.0,0,,0,N,64,47.0,30.0,1,151,,,,,,,,,
2018-02-27,WN,WN,WN,388,WN,N968WN,388,10821,BWI,"Baltimore, MD",11193,CVG,"Cincinnati, OH",825,926.0,61.0,13.0,939.0,1053.0,5.0,1010,1058.0,48.0,0,,0,N,105,92.0,74.0,1,430,48.0,0.0,0.0,0.0,0.0,,,,
2019-05-27,WN,WN,WN,1353,WN,N8575Z,1353,12339,IND,"Indianapolis, IN",11292,DEN,"Denver, CO",640,638.0,-2.0,12.0,650.0,727.0,4.0,725,731.0,6.0,0,,0,N,165,173.0,157.0,1,977,,,,,,,,,
2019-06-12,AA,AA_CODESHARE,AA,3696,MQ,N667GB,3696,13930,ORD,"Chicago, IL",11067,CMI,"Champaign/Urbana, IL",2025,2048.0,23.0,49.0,2137.0,2208.0,5.0,2119,2213.0,54.0,0,,0,N,54,85.0,31.0,1,135,0.0,0.0,36.0,0.0,18.0,,,,
2018-06-24,DL,DL,DL,1180,DL,N909DA,1180,11193,CVG,"Cincinnati, OH",11292,DEN,"Denver, CO",800,758.0,-2.0,11.0,809.0,831.0,5.0,857,836.0,-21.0,0,,0,N,177,158.0,142.0,1,1069,,,,,,,,,
2019-10-18,WN,WN,WN,2277,WN,N209WN,2277,13296,MHT,"Manchester, NH",10821,BWI,"Baltimore, MD",1330,1332.0,2.0,9.0,1341.0,1444.0,5.0,1505,1449.0,-16.0,0,,0,N,95,77.0,63.0,1,377,,,,,,,,,
2019-03-30,AA,AA,AA,711,AA,N818AW,711,12266,IAH,"Houston, TX",13303,MIA,"Miami, FL",1117,1139.0,22.0,15.0,1154.0,1448.0,5.0,1441,1453.0,12.0,0,,0,N,144,134.0,114.0,1,964,,,,,,,,,
2019-03-19,AA,AA,AA,151,AA,N868NN,151,14492,RDU,"Raleigh/Durham, NC",11057,CLT,"Charlotte, NC",517,512.0,-5.0,30.0,542.0,618.0,7.0,620,625.0,5.0,0,,0,N,63,73.0,36.0,1,130,,,,,,,,,
2018-10-25,DL,DL_CODESHARE,DL,4822,OO,N913EV,4822,14696,SBN,"South Bend, IN",10397,ATL,"Atlanta, GA",1706,1731.0,25.0,11.0,1742.0,1915.0,10.0,1902,1925.0,23.0,0,,0,N,116,114.0,93.0,1,566,23.0,0.0,0.0,0.0,0.0,,,,
2019-09-24,AS,AS_CODESHARE,AS,2557,QX,N632QX,2557,12278,ICT,"Wichita, KS",14747,SEA,"Seattle, WA",1810,1803.0,-7.0,12.0,1815.0,1943.0,2.0,2005,1945.0,-20.0,0,,0,N,235,222.0,208.0,1,1430,,,,,,,,,
2018-05-02,AS,AS_CODESHARE,AS,3395,OO,N594SW,3395,14570,RNO,"Reno, NV",14747,SEA,"Seattle, WA",1445,1426.0,-19.0,26.0,1452.0,1635.0,11.0,1648,1646.0,-2.0,0,,0,N,123,140.0,103.0,1,564,,,,,,,,,
2019-04-24,AA,AA,AA,386,AA,N183AN,386,14100,PHL,"Philadelphia, PA",13303,MIA,"Miami, FL",2055,2054.0,-1.0,47.0,2141.0,2351.0,5.0,2355,2356.0,1.0,0,,0,N,180,182.0,130.0,1,1013,,,,,,,,,
2018-04-30,DL,DL_CODESHARE,DL,4115,OO,N899SK,4115,13244,MEM,"Memphis, TN",13487,MSP,"Minneapolis, MN",810,803.0,-7.0,22.0,825.0,1019.0,2.0,1021,1021.0,0.0,0,,0,N,131,138.0,114.0,1,700,,,,,,,,,
2018-08-04,AA,AA,AA,2471,AA,N884NN,2471,11298,DFW,"Dallas/Fort Worth, TX",13891,ONT,"Ontario, CA",1640,1650.0,10.0,19.0,1709.0,1739.0,5.0,1736,1744.0,8.0,0,,0,N,176,174.0,150.0,1,1188,,,,,,,,,
2019-10-21,B6,B6,B6,371,B6,N789JB,371,12953,LGA,"New York, NY",11697,FLL,"Fort Lauderdale, FL",600,552.0,-8.0,13.0,605.0,833.0,5.0,852,838.0,-14.0,0,,0,N,172,166.0,148.0,1,1076,,,,,,,,,
2019-01-29,DL,DL,DL,2766,DL,N354DN,2766,14635,RSW,"Fort Myers, FL",11433,DTW,"Detroit, MI",1417,1413.0,-4.0,10.0,1423.0,1701.0,6.0,1718,1707.0,-11.0,0,,0,N,181,174.0,158.0,1,1084,,,,,,,,,
2018-06-22,UA,UA,UA,468,UA,N840UA,468,13495,MSY,"New Orleans, LA",12266,IAH,"Houston, TX",530,526.0,-4.0,11.0,537.0,623.0,4.0,635,627.0,-8.0,0,,0,N,65,61.0,46.0,1,305,,,,,,,,,
2018-06-18,AA,AA_CODESHARE,AA,4874,PT,N632AE,4874,14574,ROA,"Roanoke, VA",11057,CLT,"Charlotte, NC",1612,1605.0,-7.0,16.0,1621.0,1656.0,11.0,1727,1707.0,-20.0,0,,0,N,75,62.0,35.0,1,155,,,,,,,,,
2019-06-08,AA,AA,AA,480,AA,N921AN,480,14107,PHX,"Phoenix, AZ",14679,SAN,"San Diego, CA",1700,1654.0,-6.0,16.0,1710.0,1758.0,3.0,1806,1801.0,-5.0,0,,0,N,66,67.0,48.0,1,304,,,,,,,,,
2019-01-23,AA,AA,AA,295,AA,N967NN,295,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1830,2001.0,91.0,18.0,2019.0,2320.0,7.0,2140,2327.0,107.0,0,,0,N,130,146.0,121.0,1,733,0.0,0.0,16.0,0.0,91.0,,,,
2018-08-30,AA,AA,AA,32,AA,N109NN,32,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",1430,1426.0,-4.0,16.0,1442.0,2238.0,26.0,2305,2304.0,-1.0,0,,0,N,335,338.0,296.0,1,2475,,,,,,,,,
2019-08-19,UA,UA_CODESHARE,UA,5635,OO,N955SW,5635,12892,LAX,"Los Angeles, CA",14893,SMF,"Sacramento, CA",907,859.0,-8.0,17.0,916.0,1020.0,6.0,1043,1026.0,-17.0,0,,0,N,96,87.0,64.0,1,373,,,,,,,,,
2018-03-18,UA,UA_CODESHARE,UA,5843,OO,N208SY,5843,14771,SFO,"San Francisco, CA",14869,SLC,"Salt Lake City, UT",1555,1547.0,-8.0,26.0,1613.0,1831.0,7.0,1857,1838.0,-19.0,0,,0,N,122,111.0,78.0,1,599,,,,,,,,,
2019-04-29,AA,AA,AA,1472,AA,N879NN,1472,13891,ONT,"Ontario, CA",11298,DFW,"Dallas/Fort Worth, TX",1058,1115.0,17.0,11.0,1126.0,1555.0,6.0,1550,1601.0,11.0,0,,0,N,172,166.0,149.0,1,1188,,,,,,,,,
2018-05-13,AS,AS_CODESHARE,AS,2218,QX,N451QX,2218,14747,SEA,"Seattle, WA",10713,BOI,"Boise, ID",1755,1803.0,8.0,12.0,1815.0,2046.0,5.0,2019,2051.0,32.0,0,,0,N,84,108.0,91.0,1,399,8.0,0.0,24.0,0.0,0.0,,,,
2019-01-16,DL,DL_CODESHARE,DL,5102,9E,N907XJ,5102,10868,CAE,"Columbia, SC",10397,ATL,"Atlanta, GA",1400,1406.0,6.0,15.0,1421.0,1502.0,5.0,1515,1507.0,-8.0,0,,0,N,75,61.0,41.0,1,192,,,,,,,,,
2019-02-06,DL,DL_CODESHARE,DL,6079,YX,N874RW,6079,11042,CLE,"Cleveland, OH",13487,MSP,"Minneapolis, MN",630,648.0,18.0,13.0,701.0,741.0,8.0,803,749.0,-14.0,0,,0,N,153,121.0,100.0,1,622,,,,,,,,,
2019-09-25,WN,WN,WN,1969,WN,N238WN,1969,11193,CVG,"Cincinnati, OH",13232,MDW,"Chicago, IL",1540,1539.0,-1.0,15.0,1554.0,1537.0,7.0,1550,1544.0,-6.0,0,,0,N,70,65.0,43.0,1,249,,,,,,,,,
2018-01-17,F9,F9,F9,1779,F9,N211FR,1779,12391,ISP,"Islip, NY",13204,MCO,"Orlando, FL",600,559.0,-1.0,13.0,612.0,900.0,15.0,900,915.0,15.0,0,,0,N,180,196.0,168.0,1,971,0.0,0.0,15.0,0.0,0.0,,,,
2018-08-10,AA,AA_CODESHARE,AA,5257,OH,N258PS,5257,13139,LYH,"Lynchburg, VA",11057,CLT,"Charlotte, NC",1120,1111.0,-9.0,8.0,1119.0,1203.0,6.0,1229,1209.0,-20.0,0,,0,N,69,58.0,44.0,1,175,,,,,,,,,
2019-03-06,UA,UA_CODESHARE,UA,4264,EV,N11192,4264,12266,IAH,"Houston, TX",12915,LCH,"Lake Charles, LA",1020,1013.0,-7.0,20.0,1033.0,1102.0,7.0,1114,1109.0,-5.0,0,,0,N,54,56.0,29.0,1,127,,,,,,,,,
2018-12-14,DL,DL,DL,1866,DL,N808DN,1866,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",725,725.0,0.0,17.0,742.0,845.0,3.0,912,848.0,-24.0,0,,0,N,167,143.0,123.0,1,907,,,,,,,,,
2018-08-30,AA,AA,AA,2781,AA,N990AU,2781,11298,DFW,"Dallas/Fort Worth, TX",14747,SEA,"Seattle, WA",2050,2048.0,-2.0,14.0,2102.0,2241.0,12.0,2300,2253.0,-7.0,0,,0,N,250,245.0,219.0,1,1660,,,,,,,,,
2019-03-24,UA,UA_CODESHARE,UA,3631,YX,N632RW,3631,14193,PNS,"Pensacola, FL",12266,IAH,"Houston, TX",700,657.0,-3.0,10.0,707.0,827.0,9.0,851,836.0,-15.0,0,,0,N,111,99.0,80.0,1,489,,,,,,,,,
2018-12-09,WN,WN,WN,1414,WN,N400WN,1414,11697,FLL,"Fort Lauderdale, FL",14492,RDU,"Raleigh/Durham, NC",1455,,,,,,,1705,,,1,B,0,N,130,,,1,680,,,,,,,,,
2018-05-05,UA,UA_CODESHARE,UA,5918,OO,N786SK,5918,14685,SAV,"Savannah, GA",13930,ORD,"Chicago, IL",1825,1822.0,-3.0,12.0,1834.0,1923.0,19.0,1957,1942.0,-15.0,0,,0,N,152,140.0,109.0,1,773,,,,,,,,,
2019-02-13,AA,AA_CODESHARE,AA,4779,PT,N633AE,4779,11057,CLT,"Charlotte, NC",10599,BHM,"Birmingham, AL",1749,1906.0,77.0,16.0,1922.0,1923.0,3.0,1823,1926.0,63.0,0,,0,N,94,80.0,61.0,1,350,0.0,0.0,0.0,0.0,63.0,,,,
2019-10-03,DL,DL,DL,2017,DL,N108DQ,2017,13487,MSP,"Minneapolis, MN",12266,IAH,"Houston, TX",850,859.0,9.0,17.0,916.0,1143.0,5.0,1147,1148.0,1.0,0,,0,N,177,169.0,147.0,1,1034,,,,,,,,,
2018-11-12,UA,UA,UA,1800,UA,N62889,1800,12889,LAS,"Las Vegas, NV",14771,SFO,"San Francisco, CA",1515,1526.0,11.0,29.0,1555.0,1705.0,5.0,1649,1710.0,21.0,0,,0,N,94,104.0,70.0,1,414,0.0,0.0,21.0,0.0,0.0,,,,
2019-05-26,WN,WN,WN,5911,WN,N733SA,5911,14683,SAT,"San Antonio, TX",11259,DAL,"Dallas, TX",1445,1448.0,3.0,5.0,1453.0,1531.0,4.0,1555,1535.0,-20.0,0,,0,N,70,47.0,38.0,1,247,,,,,,,,,
2019-07-31,UA,UA_CODESHARE,UA,5385,OO,N130SY,5385,13930,ORD,"Chicago, IL",14683,SAT,"San Antonio, TX",800,754.0,-6.0,29.0,823.0,1034.0,3.0,1056,1037.0,-19.0,0,,0,N,176,163.0,131.0,1,1041,,,,,,,,,
2019-10-06,UA,UA_CODESHARE,UA,4611,AX,N847HK,4611,11122,CPR,"Casper, WY",11292,DEN,"Denver, CO",1125,1116.0,-9.0,12.0,1128.0,1208.0,9.0,1236,1217.0,-19.0,0,,0,N,71,61.0,40.0,1,230,,,,,,,,,
2018-01-05,AS,AS,AS,641,AS,N491AS,641,15376,TUS,"Tucson, AZ",14747,SEA,"Seattle, WA",1254,1245.0,-9.0,10.0,1255.0,1441.0,6.0,1515,1447.0,-28.0,0,,0,N,201,182.0,166.0,1,1216,,,,,,,,,
2019-01-01,UA,UA_CODESHARE,UA,4916,C5,N13161,4916,10257,ALB,"Albany, NY",11618,EWR,"Newark, NJ",815,809.0,-6.0,24.0,833.0,902.0,10.0,933,912.0,-21.0,0,,0,N,78,63.0,29.0,1,143,,,,,,,,,
2019-12-13,DL,DL,DL,1886,DL,N356DN,1886,10397,ATL,"Atlanta, GA",12953,LGA,"New York, NY",1730,1737.0,7.0,12.0,1749.0,1923.0,7.0,1941,1930.0,-11.0,0,,0,N,131,113.0,94.0,1,762,,,,,,,,,
2019-12-04,AA,AA,AA,422,AA,N923NN,422,13204,MCO,"Orlando, FL",11298,DFW,"Dallas/Fort Worth, TX",1925,1921.0,-4.0,15.0,1936.0,2103.0,17.0,2126,2120.0,-6.0,0,,0,N,181,179.0,147.0,1,985,,,,,,,,,
2018-07-21,B6,B6,B6,689,B6,N187JB,689,10721,BOS,"Boston, MA",11278,DCA,"Washington, DC",1215,1209.0,-6.0,15.0,1224.0,1404.0,3.0,1353,1407.0,14.0,0,,0,N,98,118.0,100.0,1,399,,,,,,,,,
2018-06-05,DL,DL_CODESHARE,DL,6083,YX,N882RW,6083,11298,DFW,"Dallas/Fort Worth, TX",12953,LGA,"New York, NY",1435,1525.0,50.0,18.0,1543.0,1948.0,6.0,1919,1954.0,35.0,0,,0,N,224,209.0,185.0,1,1389,35.0,0.0,0.0,0.0,0.0,,,,
2019-04-15,UA,UA,UA,640,UA,N68823,640,12889,LAS,"Las Vegas, NV",13930,ORD,"Chicago, IL",1435,1425.0,-10.0,14.0,1439.0,1940.0,13.0,2012,1953.0,-19.0,0,,0,N,217,208.0,181.0,1,1514,,,,,,,,,
2019-12-01,AA,AA,AA,2082,AA,N732US,2082,14100,PHL,"Philadelphia, PA",15304,TPA,"Tampa, FL",1800,1916.0,76.0,12.0,1928.0,2154.0,2.0,2046,2156.0,70.0,0,,0,N,166,160.0,146.0,1,920,0.0,0.0,0.0,0.0,70.0,,,,
2018-03-31,AS,AS,AS,404,AS,N283AK,404,14747,SEA,"Seattle, WA",12892,LAX,"Los Angeles, CA",559,559.0,0.0,14.0,613.0,833.0,17.0,841,850.0,9.0,0,,0,N,162,171.0,140.0,1,954,,,,,,,,,
2018-11-09,AS,AS,AS,949,AS,N302AS,949,14679,SAN,"San Diego, CA",14747,SEA,"Seattle, WA",1940,1928.0,-12.0,34.0,2002.0,2237.0,11.0,2235,2248.0,13.0,0,,0,N,175,200.0,155.0,1,1050,,,,,,,,,
2019-05-03,DL,DL_CODESHARE,DL,5225,9E,N605LR,5225,11423,DSM,"Des Moines, IA",13487,MSP,"Minneapolis, MN",1300,1256.0,-4.0,10.0,1306.0,1352.0,12.0,1413,1404.0,-9.0,0,,0,N,73,68.0,46.0,1,232,,,,,,,,,
2019-11-01,AA,AA,AA,1614,AA,N904AA,1614,13303,MIA,"Miami, FL",12266,IAH,"Houston, TX",930,926.0,-4.0,11.0,937.0,1053.0,9.0,1116,1102.0,-14.0,0,,0,N,166,156.0,136.0,1,964,,,,,,,,,
2019-03-10,DL,DL,DL,798,DL,N922DX,798,11433,DTW,"Detroit, MI",10529,BDL,"Hartford, CT",1545,1537.0,-8.0,21.0,1558.0,1705.0,5.0,1727,1710.0,-17.0,0,,0,N,102,93.0,67.0,1,549,,,,,,,,,
2019-01-23,UA,UA_CODESHARE,UA,5892,OO,N693BR,5892,12339,IND,"Indianapolis, IN",13930,ORD,"Chicago, IL",1245,,,,,,,1259,,,1,B,0,N,74,,,1,177,,,,,,,,,
2019-11-07,AA,AA_CODESHARE,AA,3533,MQ,N918AE,3533,13930,ORD,"Chicago, IL",13485,MSN,"Madison, WI",1655,1649.0,-6.0,18.0,1707.0,1737.0,7.0,1748,1744.0,-4.0,0,,0,N,53,55.0,30.0,1,109,,,,,,,,,
2018-02-07,UA,UA_CODESHARE,UA,4409,EV,N26545,4409,13930,ORD,"Chicago, IL",11003,CID,"Cedar Rapids/Iowa City, IA",1007,1017.0,10.0,50.0,1107.0,1144.0,6.0,1120,1150.0,30.0,0,,0,N,73,93.0,37.0,1,196,0.0,0.0,20.0,0.0,10.0,,,,
2018-09-09,DL,DL,DL,2640,DL,N964DL,2640,10693,BNA,"Nashville, TN",10397,ATL,"Atlanta, GA",800,754.0,-6.0,16.0,810.0,948.0,5.0,1012,953.0,-19.0,0,,0,N,72,59.0,38.0,1,214,,,,,,,,,
2019-04-03,DL,DL,DL,1612,DL,N960DN,1612,13198,MCI,"Kansas City, MO",10397,ATL,"Atlanta, GA",1411,1406.0,-5.0,9.0,1415.0,1645.0,8.0,1710,1653.0,-17.0,0,,0,N,119,107.0,90.0,1,692,,,,,,,,,
2019-02-03,UA,UA_CODESHARE,UA,4527,G7,N171GJ,4527,11292,DEN,"Denver, CO",10693,BNA,"Nashville, TN",1235,1235.0,0.0,13.0,1248.0,1548.0,7.0,1610,1555.0,-15.0,0,,0,N,155,140.0,120.0,1,1014,,,,,,,,,
2019-09-30,DL,DL,DL,2434,DL,N3752,2434,12892,LAX,"Los Angeles, CA",10693,BNA,"Nashville, TN",1015,1010.0,-5.0,20.0,1030.0,1549.0,8.0,1620,1557.0,-23.0,0,,0,N,245,227.0,199.0,1,1797,,,,,,,,,
2018-01-25,WN,WN,WN,468,WN,N8622A,468,10821,BWI,"Baltimore, MD",14107,PHX,"Phoenix, AZ",705,725.0,20.0,9.0,734.0,1009.0,5.0,1025,1014.0,-11.0,0,,0,N,320,289.0,275.0,1,1999,,,,,,,,,
2018-04-07,AA,AA,AA,701,AA,N830AW,701,11057,CLT,"Charlotte, NC",14635,RSW,"Fort Myers, FL",1155,1157.0,2.0,31.0,1228.0,1354.0,5.0,1356,1359.0,3.0,0,,0,N,121,122.0,86.0,1,600,,,,,,,,,
2018-10-16,DL,DL,DL,847,DL,N310DN,847,14057,PDX,"Portland, OR",14869,SLC,"Salt Lake City, UT",705,702.0,-3.0,9.0,711.0,940.0,18.0,959,958.0,-1.0,0,,0,N,114,116.0,89.0,1,630,,,,,,,,,
2018-05-17,WN,WN,WN,1781,WN,N765SW,1781,10423,AUS,"Austin, TX",12191,HOU,"Houston, TX",850,850.0,0.0,32.0,922.0,951.0,6.0,945,957.0,12.0,0,,0,N,55,67.0,29.0,1,148,,,,,,,,,
2018-04-16,DL,DL,DL,2133,DL,N950AT,2133,11057,CLT,"Charlotte, NC",10397,ATL,"Atlanta, GA",1600,1600.0,0.0,16.0,1616.0,1701.0,7.0,1721,1708.0,-13.0,0,,0,N,81,68.0,45.0,1,226,,,,,,,,,
2018-09-05,UA,UA_CODESHARE,UA,4449,EV,N15983,4449,11973,GPT,"Gulfport/Biloxi, MS",12266,IAH,"Houston, TX",1617,1601.0,-16.0,8.0,1609.0,1721.0,7.0,1749,1728.0,-21.0,0,,0,N,92,87.0,72.0,1,376,,,,,,,,,
2019-09-24,AA,AA_CODESHARE,AA,3321,MQ,N833AE,3321,11298,DFW,"Dallas/Fort Worth, TX",11415,DRT,"Del Rio, TX",2047,2042.0,-5.0,20.0,2102.0,2202.0,5.0,2210,2207.0,-3.0,0,,0,N,83,85.0,60.0,1,335,,,,,,,,,
2018-10-09,UA,UA_CODESHARE,UA,4693,AX,N21130,4693,14457,RAP,"Rapid City, SD",11292,DEN,"Denver, CO",1656,1654.0,-2.0,20.0,1714.0,1817.0,7.0,1821,1824.0,3.0,0,,0,N,85,90.0,63.0,1,300,,,,,,,,,
2019-11-03,AA,AA,AA,2644,AA,N963UW,2644,14100,PHL,"Philadelphia, PA",14492,RDU,"Raleigh/Durham, NC",2145,2136.0,-9.0,18.0,2154.0,2255.0,6.0,2313,2301.0,-12.0,0,,0,N,88,85.0,61.0,1,337,,,,,,,,,
2019-07-13,DL,DL_CODESHARE,DL,5359,9E,N926XJ,5359,10397,ATL,"Atlanta, GA",10208,AGS,"Augusta, GA",855,851.0,-4.0,19.0,910.0,941.0,5.0,955,946.0,-9.0,0,,0,N,60,55.0,31.0,1,143,,,,,,,,,
2019-05-08,DL,DL_CODESHARE,DL,5322,9E,N605LR,5322,13487,MSP,"Minneapolis, MN",11042,CLE,"Cleveland, OH",1516,1513.0,-3.0,15.0,1528.0,1750.0,3.0,1806,1753.0,-13.0,0,,0,N,110,100.0,82.0,1,622,,,,,,,,,
2019-09-15,AA,AA_CODESHARE,AA,3554,MQ,N939AE,3554,13930,ORD,"Chicago, IL",12945,LEX,"Lexington, KY",2210,2207.0,-3.0,14.0,2221.0,12.0,4.0,25,16.0,-9.0,0,,0,N,75,69.0,51.0,1,323,,,,,,,,,
2018-08-31,AA,AA,AA,561,AA,N184US,561,13204,MCO,"Orlando, FL",11057,CLT,"Charlotte, NC",1534,1531.0,-3.0,20.0,1551.0,1744.0,38.0,1722,1822.0,60.0,0,,0,N,108,171.0,113.0,1,468,0.0,0.0,60.0,0.0,0.0,,,,
2019-07-16,UA,UA_CODESHARE,UA,4924,C5,N13202,4924,11618,EWR,"Newark, NJ",13485,MSN,"Madison, WI",2145,2304.0,79.0,34.0,2338.0,38.0,9.0,2320,47.0,87.0,0,,0,N,155,163.0,120.0,1,799,5.0,0.0,8.0,0.0,74.0,,,,
2019-02-06,AS,AS_CODESHARE,AS,3430,OO,N199SY,3430,14869,SLC,"Salt Lake City, UT",14057,PDX,"Portland, OR",645,717.0,32.0,50.0,807.0,846.0,4.0,805,850.0,45.0,0,,0,N,140,153.0,99.0,1,630,32.0,0.0,13.0,0.0,0.0,,,,
2019-07-05,AS,AS_CODESHARE,AS,3358,OO,N196SY,3358,14831,SJC,"San Jose, CA",14908,SNA,"Santa Ana, CA",1055,1046.0,-9.0,9.0,1055.0,1157.0,7.0,1225,1204.0,-21.0,0,,0,N,90,78.0,62.0,1,342,,,,,,,,,
2019-03-01,B6,B6,B6,1259,B6,N306JB,1259,10721,BOS,"Boston, MA",14100,PHL,"Philadelphia, PA",2137,2240.0,63.0,11.0,2251.0,2356.0,6.0,2306,2.0,56.0,0,,0,N,89,82.0,65.0,1,280,56.0,0.0,0.0,0.0,0.0,,,,
2019-04-29,B6,B6,B6,28,B6,N586JB,28,13204,MCO,"Orlando, FL",11618,EWR,"Newark, NJ",1033,1020.0,-13.0,18.0,1038.0,1251.0,6.0,1318,1257.0,-21.0,0,,0,N,165,157.0,133.0,1,937,,,,,,,,,
2019-12-30,WN,WN,WN,1277,WN,N207WN,1277,14771,SFO,"San Francisco, CA",12892,LAX,"Los Angeles, CA",1240,1311.0,31.0,23.0,1334.0,1429.0,4.0,1410,1433.0,23.0,0,,0,N,90,82.0,55.0,1,337,4.0,0.0,0.0,0.0,19.0,,,,
2019-06-21,UA,UA_CODESHARE,UA,6291,YV,N86334,6291,12266,IAH,"Houston, TX",13931,ORF,"Norfolk, VA",1815,1819.0,4.0,11.0,1830.0,2201.0,4.0,2223,2205.0,-18.0,0,,0,N,188,166.0,151.0,1,1201,,,,,,,,,
2018-01-12,UA,UA_CODESHARE,UA,6200,YV,N93305,6200,15016,STL,"St. Louis, MO",12266,IAH,"Houston, TX",1502,1623.0,81.0,32.0,1655.0,1838.0,9.0,1721,1847.0,86.0,0,,0,N,139,144.0,103.0,1,667,0.0,0.0,5.0,0.0,81.0,,,,
2018-05-05,DL,DL_CODESHARE,DL,6139,YX,N882RW,6139,12953,LGA,"New York, NY",11278,DCA,"Washington, DC",1200,1202.0,2.0,24.0,1226.0,1308.0,3.0,1323,1311.0,-12.0,0,,0,N,83,69.0,42.0,1,214,,,,,,,,,
2019-08-17,DL,DL_CODESHARE,DL,3529,OO,N631SK,3529,10627,BIS,"Bismarck/Mandan, ND",13487,MSP,"Minneapolis, MN",1250,1236.0,-14.0,27.0,1303.0,1358.0,3.0,1421,1401.0,-20.0,0,,0,N,91,85.0,55.0,1,386,,,,,,,,,
2019-10-21,WN,WN,WN,516,WN,N942WN,516,14107,PHX,"Phoenix, AZ",14908,SNA,"Santa Ana, CA",1345,1414.0,29.0,7.0,1421.0,1512.0,3.0,1505,1515.0,10.0,0,,0,N,80,61.0,51.0,1,338,,,,,,,,,
2019-09-29,DL,DL,DL,1312,DL,N987DL,1312,10994,CHS,"Charleston, SC",10397,ATL,"Atlanta, GA",815,807.0,-8.0,14.0,821.0,903.0,13.0,928,916.0,-12.0,0,,0,N,73,69.0,42.0,1,259,,,,,,,,,
2019-01-27,AA,AA,AA,2619,AA,N835NN,2619,10397,ATL,"Atlanta, GA",11298,DFW,"Dallas/Fort Worth, TX",932,926.0,-6.0,19.0,945.0,1041.0,9.0,1105,1050.0,-15.0,0,,0,N,153,144.0,116.0,1,731,,,,,,,,,
2019-01-25,DL,DL,DL,997,DL,N904DE,997,15249,TLH,"Tallahassee, FL",10397,ATL,"Atlanta, GA",1548,1556.0,8.0,9.0,1605.0,1649.0,6.0,1658,1655.0,-3.0,0,,0,N,70,59.0,44.0,1,223,,,,,,,,,
2019-05-23,DL,DL,DL,540,DL,N354DN,540,12889,LAS,"Las Vegas, NV",13487,MSP,"Minneapolis, MN",1625,1622.0,-3.0,11.0,1633.0,2112.0,5.0,2132,2117.0,-15.0,0,,0,N,187,175.0,159.0,1,1299,,,,,,,,,
2019-05-29,UA,UA_CODESHARE,UA,4554,G7,N160GJ,4554,13930,ORD,"Chicago, IL",13230,MDT,"Harrisburg, PA",1405,1401.0,-4.0,22.0,1423.0,1651.0,3.0,1659,1654.0,-5.0,0,,0,N,114,113.0,88.0,1,594,,,,,,,,,
2018-03-16,UA,UA_CODESHARE,UA,4249,EV,N11109,4249,12266,IAH,"Houston, TX",15376,TUS,"Tucson, AZ",1225,1222.0,-3.0,16.0,1238.0,1306.0,7.0,1315,1313.0,-2.0,0,,0,N,170,171.0,148.0,1,936,,,,,,,,,
2019-09-08,NK,NK,NK,268,NK,N524NK,268,11697,FLL,"Fort Lauderdale, FL",10158,ACY,"Atlantic City, NJ",2125,2135.0,10.0,13.0,2148.0,2354.0,2.0,2359,2356.0,-3.0,0,,0,N,154,141.0,126.0,1,977,,,,,,,,,
2018-06-03,AA,AA,AA,938,AA,N146AA,938,11298,DFW,"Dallas/Fort Worth, TX",10423,AUS,"Austin, TX",2130,2205.0,35.0,10.0,2215.0,2253.0,8.0,2224,2301.0,37.0,0,,0,N,54,56.0,38.0,1,190,16.0,0.0,2.0,0.0,19.0,,,,
2018-01-19,AS,AS,AS,370,AS,N267AK,370,14747,SEA,"Seattle, WA",14831,SJC,"San Jose, CA",859,857.0,-2.0,14.0,911.0,1058.0,4.0,1117,1102.0,-15.0,0,,0,N,138,125.0,107.0,1,696,,,,,,,,,
